taxid	rank	name	childcount	min	max	mode	median	mean	stddev	sum16slist
1379909	species	Rufibacter sp. DG15C	1	3	3	3	3	3.00	0.00	[3]
1609559	species	Pyrococcus kukulkanii	1	1	1	1	1	1.00	0.00	[1]
686597	species	Martelella sp. AD-3	1	3	3	3	3	3.00	0.00	[3]
1478	species	Bacillus simplex	2	12	14		13.0	13.00	1.00	[14, 12]
47878	species	Pseudomonas azotoformans	3	5	6	6	6	5.67	0.47	[6, 5, 6]
674703	species	Rhodoplanes sp. Z2-YC6860	1	1	1	1	1	1.00	0.00	[1]
1674922	species	Labrenzia sp. CP4	1	3	3	3	3	3.00	0.00	[3]
465721	species	Steroidobacter denitrificans	1	1	1	1	1	1.00	0.00	[1]
1570328	species	Arthrobacter sp. SLBN-53	1	2	2	2	2	2.00	0.00	[2]
1809055	species	Acinetobacter sp. DUT-2	1	6	6	6	6	6.00	0.00	[6]
279113	species	Collimonas pratensis	2	3	3	3	3.0	3.00	0.00	[3, 3]
243899	species	'endosymbiont ''TC1'' of Trimyema compressum'	1	2	2	2	2	2.00	0.00	[2]
53408	species	Pseudomonas citronellolis	2	5	5	5	5.0	5.00	0.00	[5, 5]
82983	species	Obesumbacterium proteus	1	8	8	8	8	8.00	0.00	[8]
146827	species	Corynebacterium simulans	2	4	4	4	4.0	4.00	0.00	[4, 4]
1470434	species	Zhongshania aliphaticivorans	1	3	3	3	3	3.00	0.00	[3]
1806885	species	Sphingorhabdus sp. M41	1	2	2	2	2	2.00	0.00	[2]
1759399	species	Streptococcus sp. A12	1	4	4	4	4	4.00	0.00	[4]
188932	species	Pedobacter cryoconitis	1	6	6	6	6	6.00	0.00	[6]
1476	species	Sporosarcina psychrophila	1	10	10	10	10	10.00	0.00	[10]
1813182	species	Geobacillus sp. JS12	1	9	9	9	9	9.00	0.00	[9]
53952	species	Thermococcus peptonophilus	1	1	1	1	1	1.00	0.00	[1]
1699622	species	Psychrobacter sp. P2G3	1	4	4	4	4	4.00	0.00	[4]
1699624	species	Psychrobacter sp. P11G5	1	4	4	4	4	4.00	0.00	[4]
1727163	species	Algoriphagus sp. M8-2	1	3	3	3	3	3.00	0.00	[3]
1785145	species	Pseudomonas sp. MS586	1	5	5	5	5	5.00	0.00	[5]
1813821	species	Shigella sp. PAMC 28760	1	7	7	7	7	7.00	0.00	[7]
1300914	species	Mucilaginibacter sp. PAMC 26640	1	3	3	3	3	3.00	0.00	[3]
1484116	species	Hymenobacter sp. PAMC 26554	1	3	3	3	3	3.00	0.00	[3]
43263	species	Pseudomonas alcaligenes	1	3	3	3	3	3.00	0.00	[3]
1814128	species	Streptococcus halotolerans	1	6	6	6	6	6.00	0.00	[6]
1591088	species	Helicobacter himalayensis	1	2	2	2	2	2.00	0.00	[2]
83263	species	Aminobacter aminovorans	1	3	3	3	3	3.00	0.00	[3]
83262	species	Mycobacteroides immunogenum	2	2	2	2	2.0	2.00	0.00	[2, 2]
198620	species	Pseudomonas koreensis	2	5	6		5.5	5.50	0.50	[5, 6]
1703	species	Brevibacterium linens	3	4	4	4	4	4.00	0.00	[4, 4, 4]
261164	species	Psychrobacter alimentarius	1	5	5	5	5	5.00	0.00	[5]
1632864	species	Planctomyces sp. SH-PL14	1	2	2	2	2	2.00	0.00	[2]
1630693	species	Gemmata sp. SH-PL17	1	3	3	3	3	3.00	0.00	[3]
1632865	species	Pirellula sp. SH-Sr6A	1	1	1	1	1	1.00	0.00	[1]
1636152	species	Planctomyces sp. SH-PL62	1	4	4	4	4	4.00	0.00	[4]
51663	species	Pediococcus damnosus	5	4	4	4	4	4.00	0.00	[4, 4, 4, 4, 4]
1823759	species	Desulfuromonas sp. DDH964	1	2	2	2	2	2.00	0.00	[2]
388950	species	Pontibacter akesuensis	1	4	4	4	4	4.00	0.00	[4]
1783515	species	Streptomyces qaidamensis	1	6	6	6	6	6.00	0.00	[6]
1549855	species	Haematospirillum jordaniae	1	5	5	5	5	5.00	0.00	[5]
1407071	species	Acinetobacter sp. TGL-Y2	1	7	7	7	7	7.00	0.00	[7]
515393	species	Pseudomonas yamanorum	1	5	5	5	5	5.00	0.00	[5]
241244	species	Rummeliibacillus stabekisii	1	12	12	12	12	12.00	0.00	[12]
252514	species	Microbulbifer thermotolerans	1	3	3	3	3	3.00	0.00	[3]
129338	species	Geobacillus subterraneus	1	9	9	9	9	9.00	0.00	[9]
1855912	species	Luteitalea pratensis	1	1	1	1	1	1.00	0.00	[1]
70255	species	Staphylococcus condimenti	3	5	6	6	6	5.67	0.47	[6, 5, 6]
1653479	species	Rhodococcus sp. PBTS 2	1	4	4	4	4	4.00	0.00	[4]
1653478	species	Rhodococcus sp. PBTS 1	1	3	3	3	3	3.00	0.00	[3]
1335048	species	Defluviimonas alba	1	2	2	2	2	2.00	0.00	[2]
1825069	species	Streptococcus marmotae	1	4	4	4	4	4.00	0.00	[4]
1827481	species	Enterobacter sp. ODB01	1	8	8	8	8	8.00	0.00	[8]
1633874	species	Acetobacter oryzifermentans	2	5	5	5	5.0	5.00	0.00	[5, 5]
1340425	species	Geobacter anodireducens	1	2	2	2	2	2.00	0.00	[2]
1221500	species	Fictibacillus phosphorivorans	1	7	7	7	7	7.00	0.00	[7]
323415	species	Dokdonella koreensis	1	2	2	2	2	2.00	0.00	[2]
1774	species	Mycobacteroides chelonae	4	1	2	1	1.0	1.25	0.43	[1, 1, 1, 2]
1442136	species	Ectothiorhodospira sp. BSL-9	1	2	2	2	2	2.00	0.00	[2]
1490052	species	Anoxybacillus sp. B2M1	1	9	9	9	9	9.00	0.00	[9]
294699	species	Anoxybacillus amylolyticus	1	7	7	7	7	7.00	0.00	[7]
1490057	species	Anoxybacillus sp. B7M1	1	9	9	9	9	9.00	0.00	[9]
1804984	species	Burkholderia sp. OLGA172	1	7	7	7	7	7.00	0.00	[7]
29433	species	Moraxella ovis	1	4	4	4	4	4.00	0.00	[4]
372663	species	Isoptericola dokdonensis	1	4	4	4	4	4.00	0.00	[4]
1827469	species	Brevundimonas sp. GW460-12-10-14-LB2	1	2	2	2	2	2.00	0.00	[2]
1961362	species	Sphingomonas sp. NIC1	1	2	2	2	2	2.00	0.00	[2]
357276	species	Bacteroides dorei	2	7	7	7	7.0	7.00	0.00	[7, 7]
33888	species	Rathayibacter tritici	1	2	2	2	2	2.00	0.00	[2]
445710	species	Dyella thiooxydans	1	2	2	2	2	2.00	0.00	[2]
1811193	species	Streptococcus pantholopis	1	5	5	5	5	5.00	0.00	[5]
1519	species	Clostridium tyrobutyricum	1	6	6	6	6	6.00	0.00	[6]
1759437	species	Serratia sp. YD25	1	6	6	6	6	6.00	0.00	[6]
255247	species	Fictibacillus arsenicus	1	7	7	7	7	7.00	0.00	[7]
1652495	species	Corynebacterium crudilactis	1	6	6	6	6	6.00	0.00	[6]
79604	species	Denitrobacterium detoxificans	1	3	3	3	3	3.00	0.00	[3]
198	species	Campylobacter hyointestinalis	4	3	3	3	3.0	3.00	0.00	[3, 3, 3, 3]
1182568	species	Deinococcus puniceus	1	3	3	3	3	3.00	0.00	[3]
1682113	species	Mycobacterium sp. YC-RL4	1	2	2	2	2	2.00	0.00	[2]
1178515	species	Paenibacillus swuensis	1	10	10	10	10	10.00	0.00	[10]
1492898	species	Flavisolibacter tropicus	1	3	3	3	3	3.00	0.00	[3]
1727196	species	Methylomonas sp. DH-1	1	3	3	3	3	3.00	0.00	[3]
264697	species	Bacillus muralis	1	9	9	9	9	9.00	0.00	[9]
1712654	species	Thermococcus piezophilus	1	1	1	1	1	1.00	0.00	[1]
1608473	species	Acinetobacter sp. NCu2D-2	1	7	7	7	7	7.00	0.00	[7]
219572	species	Pseudomonas antarctica	1	6	6	6	6	6.00	0.00	[6]
1827146	species	Bacillus sp. IHB B 7164	1	14	14	14	14	14.00	0.00	[14]
1685010	species	Chryseobacterium glaciei	1	7	7	7	7	7.00	0.00	[7]
376489	species	Halotalea alkalilenta	1	6	6	6	6	6.00	0.00	[6]
1841249	species	Streptomyces sp. RTd22	1	6	6	6	6	6.00	0.00	[6]
1821621	species	Marinobacterium aestuarii	1	6	6	6	6	6.00	0.00	[6]
84292	species	Microbacterium chocolatum	1	2	2	2	2	2.00	0.00	[2]
419475	species	Ochrobactrum pseudogrignonense	1	5	5	5	5	5.00	0.00	[5]
61646	species	Lelliottia amnigena	3	7	7	7	7	7.00	0.00	[7, 7, 7]
879274	species	Shinella sp. HZN7	1	3	3	3	3	3.00	0.00	[3]
450734	species	Nocardioides dokdonensis	1	3	3	3	3	3.00	0.00	[3]
326320	species	Dokdonia donghaensis	1	3	3	3	3	3.00	0.00	[3]
1658665	species	Mitsuaria sp. 7	1	2	2	2	2	2.00	0.00	[2]
190721	species	Ralstonia insidiosa	2	3	3	3	3.0	3.00	0.00	[3, 3]
1176587	species	Niabella ginsenosidivorans	1	2	2	2	2	2.00	0.00	[2]
1849967	species	Streptomyces sp. SAT1	1	6	6	6	6	6.00	0.00	[6]
1810	species	Mycolicibacterium vaccae	1	2	2	2	2	2.00	0.00	[2]
1338689	species	Pseudomonas sp. JY-Q	1	7	7	7	7	7.00	0.00	[7]
1534110	species	Pseudomonas sp. DR 5-09	1	6	6	6	6	6.00	0.00	[6]
1659194	species	Pseudomonas sp. GR 6-02	1	6	6	6	6	6.00	0.00	[6]
1855519	species	Sphingobium sp. EP60837	1	2	2	2	2	2.00	0.00	[2]
497725	species	Kosakonia oryzae	1	5	5	5	5	5.00	0.00	[5]
1850526	species	Arachidicoccus sp. BS20	1	1	1	1	1	1.00	0.00	[1]
499555	species	Dietzia timorensis	1	2	2	2	2	2.00	0.00	[2]
146923	species	Streptomyces parvulus	1	6	6	6	6	6.00	0.00	[6]
453304	species	Agromyces aureus	1	3	3	3	3	3.00	0.00	[3]
1853130	species	Pseudomonas silesiensis	1	7	7	7	7	7.00	0.00	[7]
450378	species	Croceicoccus marinus	1	2	2	2	2	2.00	0.00	[2]
476157	species	Altererythrobacter ishigakiensis	1	1	1	1	1	1.00	0.00	[1]
1112	species	Porphyrobacter neustonensis	1	2	2	2	2	2.00	0.00	[2]
1715860	species	Staphylococcus sp. AntiMn-1	1	7	7	7	7	7.00	0.00	[7]
375175	species	Lactobacillus backii	5	5	5	5	5	5.00	0.00	[5, 5, 5, 5, 5]
1860122	species	Halothiobacillus sp. LS2	1	2	2	2	2	2.00	0.00	[2]
28038	species	Lactobacillus curvatus	12	6	6	6	6.0	6.00	0.00	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
1703962	species	Rhizobium sp. N1341	1	3	3	3	3	3.00	0.00	[3]
1703966	species	Rhizobium sp. N731	1	3	3	3	3	3.00	0.00	[3]
1967781	species	Rhizobium esperanzae	1	3	3	3	3	3.00	0.00	[3]
1703961	species	Rhizobium sp. N1314	1	3	3	3	3	3.00	0.00	[3]
1703964	species	Rhizobium sp. N621	1	3	3	3	3	3.00	0.00	[3]
1703960	species	Rhizobium sp. N113	1	3	3	3	3	3.00	0.00	[3]
1703965	species	Rhizobium sp. N6212	1	3	3	3	3	3.00	0.00	[3]
1703969	species	Rhizobium sp. N324	1	3	3	3	3	3.00	0.00	[3]
1703968	species	Rhizobium sp. N871	1	3	3	3	3	3.00	0.00	[3]
1703967	species	Rhizobium sp. N741	1	3	3	3	3	3.00	0.00	[3]
278153	species	Mesorhizobium sp. WSM1497	1	2	2	2	2	2.00	0.00	[2]
463025	species	Bordetella bronchialis	2	3	3	3	3.0	3.00	0.00	[3, 3]
463014	species	Bordetella flabilis	1	3	3	3	3	3.00	0.00	[3]
381	species	Mesorhizobium loti	1	2	2	2	2	2.00	0.00	[2]
553239	species	Vibrio breoganii	1	9	9	9	9	9.00	0.00	[9]
1548547	species	Woeseia oceani	1	1	1	1	1	1.00	0.00	[1]
1630135	species	Dermabacter vaginalis	2	3	3	3	3.0	3.00	0.00	[3, 3]
1759059	species	Caulobacteraceae bacterium OTSz_A_272	1	1	1	1	1	1.00	0.00	[1]
670052	species	Cryobacterium arcticum	1	3	3	3	3	3.00	0.00	[3]
1437364	species	Thermosipho sp. 1070	1	4	4	4	4	4.00	0.00	[4]
1191459	species	Flammeovirga sp. MY04	1	8	8	8	8	8.00	0.00	[8]
1723645	species	Rhodococcus sp. 008	1	5	5	5	5	5.00	0.00	[5]
418699	species	Azoarcus olearius	1	4	4	4	4	4.00	0.00	[4]
1915	species	Streptomyces lincolnensis	2	6	6	6	6.0	6.00	0.00	[6, 6]
1462996	species	Paenibacillus yonginensis	1	10	10	10	10	10.00	0.00	[10]
1758689	species	Serinicoccus sp. JLT9	1	2	2	2	2	2.00	0.00	[2]
1230341	species	Salimicrobium jeotgali	1	7	7	7	7	7.00	0.00	[7]
45658	species	Vibrio scophthalmi	2	9	13		11.0	11.00	2.00	[13, 9]
71433	species	Mesorhizobium amorphae	1	2	2	2	2	2.00	0.00	[2]
1868325	species	Prosthecochloris sp. CIB 2401	1	2	2	2	2	2.00	0.00	[2]
1792508	species	Yangia sp. CCB-MM3	1	5	5	5	5	5.00	0.00	[5]
1813019	species	Campylobacter hepaticus	1	3	3	3	3	3.00	0.00	[3]
645517	species	Altererythrobacter namhicola	1	1	1	1	1	1.00	0.00	[1]
161360	species	Planococcus antarcticus	1	9	9	9	9	9.00	0.00	[9]
1215089	species	Planococcus halocryophilus	1	10	10	10	10	10.00	0.00	[10]
1038856	species	Planococcus plakortidis	1	9	9	9	9	9.00	0.00	[9]
192421	species	Planococcus maritimus	1	9	9	9	9	9.00	0.00	[9]
414778	species	Planococcus donghaensis	1	11	11	11	11	11.00	0.00	[11]
292800	species	Flavonifractor plautii	1	2	2	2	2	2.00	0.00	[2]
1834196	species	Lachnoclostridium sp. YL32	1	5	5	5	5	5.00	0.00	[5]
1834198	species	Hungateiclostridiaceae bacterium KB18	1	2	2	2	2	2.00	0.00	[2]
1796613	species	Bacteroides caecimuris	1	5	5	5	5	5.00	0.00	[5]
1796646	species	Muribaculum intestinale	1	4	4	4	4	4.00	0.00	[4]
1834205	species	Burkholderiales bacterium YL45	1	6	6	6	6	6.00	0.00	[6]
1834207	species	Erysipelotrichaceae bacterium I46	1	5	5	5	5	5.00	0.00	[5]
1796616	species	Blautia sp. YL58	1	5	5	5	5	5.00	0.00	[5]
1869170	species	Rhizobium sp. S41	1	6	6	6	6	6.00	0.00	[6]
374981	species	Synechococcus sp. PCC 7003	1	2	2	2	2	2.00	0.00	[2]
195498	species	Synechococcus sp. PCC 7117	1	2	2	2	2	2.00	0.00	[2]
195248	species	Synechococcus sp. PCC 8807	1	2	2	2	2	2.00	0.00	[2]
222136	species	Helicobacter sp. MIT 01-6242	1	2	2	2	2	2.00	0.00	[2]
1274631	species	Bradyrhizobium icense	1	1	1	1	1	1.00	0.00	[1]
190148	species	Bradyrhizobium paxllaeri	1	1	1	1	1	1.00	0.00	[1]
1901	species	Streptomyces clavuligerus	3	6	6	6	6	6.00	0.00	[6, 6, 6]
1879050	species	Acinetobacter wuhouensis	2	7	7	7	7.0	7.00	0.00	[7, 7]
1879049	species	Acinetobacter sp. WCHAc010034	1	7	7	7	7	7.00	0.00	[7]
1790137	species	Wenyingzhuangia fucanilytica	1	4	4	4	4	4.00	0.00	[4]
1810504	species	Immundisolibacter cernigliae	1	1	1	1	1	1.00	0.00	[1]
1690815	species	Pseudonocardia sp. HH130630-07	1	3	3	3	3	3.00	0.00	[3]
1246	species	Leuconostoc lactis	4	4	4	4	4.0	4.00	0.00	[4, 4, 4, 4]
1331258	species	Bordetella pseudohinzii	1	3	3	3	3	3.00	0.00	[3]
692370	species	Altererythrobacter dongtanensis	1	1	1	1	1	1.00	0.00	[1]
2055	species	Gordonia terrae	2	3	3	3	3.0	3.00	0.00	[3, 3]
1033922	species	Rhodococcus sp. WB1	1	4	4	4	4	4.00	0.00	[4]
83617	species	Stenotrophomonas nitritireducens	1	4	4	4	4	4.00	0.00	[4]
1586287	species	Lentzea guizhouensis	1	5	5	5	5	5.00	0.00	[5]
1197717	species	Cloacibacillus porcorum	1	5	5	5	5	5.00	0.00	[5]
53444	species	Lactobacillus lindneri	2	7	7	7	7.0	7.00	0.00	[7, 7]
240427	species	Lactobacillus paracollinoides	3	6	6	6	6	6.00	0.00	[6, 6, 6]
2756	species	Brochothrix thermosphacta	5	9	9	9	9	9.00	0.00	[9, 9, 9, 9, 9]
2748	species	Carnobacterium divergens	1	6	6	6	6	6.00	0.00	[6]
1886807	species	Pseudomonas sp. TMW 2.1634	1	8	8	8	8	8.00	0.00	[8]
1789224	species	Acinetobacter larvae	1	7	7	7	7	7.00	0.00	[7]
216778	species	Stenotrophomonas rhizophila	1	2	2	2	2	2.00	0.00	[2]
42239	species	Streptomyces sampsonii	1	7	7	7	7	7.00	0.00	[7]
1971	species	Streptomyces noursei	1	7	7	7	7	7.00	0.00	[7]
1697043	species	Bordetella sp. H567	1	3	3	3	3	3.00	0.00	[3]
1871111	species	Acinetobacter defluvii	1	7	7	7	7	7.00	0.00	[7]
459526	species	Flavobacterium anhuiense	2	3	5		4.0	4.00	1.00	[5, 3]
48664	species	Xanthomonas fragariae	5	2	2	2	2	2.00	0.00	[2, 2, 2, 2, 2]
1888195	species	Streptococcus himalayensis	1	4	4	4	4	4.00	0.00	[4]
1144748	species	Kangiella sediminilitoris	1	2	2	2	2	2.00	0.00	[2]
47879	species	Pseudomonas corrugata	1	5	5	5	5	5.00	0.00	[5]
244566	species	Pseudomonas lurida	2	5	5	5	5.0	5.00	0.00	[5, 5]
1856685	species	Pseudomonas sp. TCU-HL1	1	5	5	5	5	5.00	0.00	[5]
549	species	Pantoea agglomerans	5	7	7	7	7	7.00	0.00	[7, 7, 7, 7, 7]
202462	species	Maize bushy stunt phytoplasma	1	2	2	2	2	2.00	0.00	[2]
1842540	species	Methyloversatilis sp. RAC08	1	2	2	2	2	2.00	0.00	[2]
1842537	species	Hydrogenophaga sp. RAC07	1	2	2	2	2	2.00	0.00	[2]
1842534	species	Sinorhizobium sp. RAC02	1	3	3	3	3	3.00	0.00	[3]
1843368	species	Sphingobium sp. RAC03	1	3	3	3	3	3.00	0.00	[3]
1842535	species	Blastomonas sp. RAC04	1	2	2	2	2	2.00	0.00	[2]
1842539	species	Bosea sp. RAC05	1	2	2	2	2	2.00	0.00	[2]
1842536	species	Agrobacterium sp. RAC06	1	3	3	3	3	3.00	0.00	[3]
1842533	species	Acidovorax sp. RAC01	1	3	3	3	3	3.00	0.00	[3]
1891098	species	Brucella sp. 2002734562	1	3	3	3	3	3.00	0.00	[3]
216938	species	Spiroplasma helicoides	1	1	1	1	1	1.00	0.00	[1]
39950	species	Dialister pneumosintes	1	5	5	5	5	5.00	0.00	[5]
712710	species	Tannerella sp. oral taxon HOT-286	1	2	2	2	2	2.00	0.00	[2]
1889813	species	Anaerolineaceae bacterium oral taxon 439	1	2	2	2	2	2.00	0.00	[2]
1884263	species	Selenomonas sp. oral taxon 920	1	4	4	4	4	4.00	0.00	[4]
1560345	species	Sphingomonas panacis	1	3	3	3	3	3.00	0.00	[3]
488732	species	Burkholderia diffusa	1	6	6	6	6	6.00	0.00	[6]
1503055	species	Burkholderia territorii	1	6	6	6	6	6.00	0.00	[6]
1207504	species	Burkholderia pseudomultivorans	1	6	6	6	6	6.00	0.00	[6]
488731	species	Burkholderia seminalis	1	6	6	6	6	6.00	0.00	[6]
488729	species	Burkholderia metallica	1	6	6	6	6	6.00	0.00	[6]
488446	species	Burkholderia latens	1	6	6	6	6	6.00	0.00	[6]
1740163	species	Burkholderia sp. Bp7605	1	4	4	4	4	4.00	0.00	[4]
1503054	species	Burkholderia stagnalis	1	6	6	6	6	6.00	0.00	[6]
1868135	species	Enterobacter sp. HK169	1	8	8	8	8	8.00	0.00	[8]
1891280	species	Sulfolobus sp. A20	1	1	1	1	1	1.00	0.00	[1]
79881	species	Bacillus gibsonii	1	10	10	10	10	10.00	0.00	[10]
1837130	species	Bacillus sp. FJAT-14266	1	12	12	12	12	12.00	0.00	[12]
1896196	species	Porphyrobacter sp. LM 6	1	1	1	1	1	1.00	0.00	[1]
28258	species	Cobetia marina	1	7	7	7	7	7.00	0.00	[7]
351679	species	Xenorhabdus hominickii	1	7	7	7	7	7.00	0.00	[7]
430522	species	Pedobacter steynii	1	4	4	4	4	4.00	0.00	[4]
632773	species	Bacillus beveridgei	1	7	7	7	7	7.00	0.00	[7]
194424	species	Sulfurospirillum halorespirans	1	2	2	2	2	2.00	0.00	[2]
2564040	species	Leptospira tipperaryensis	1	2	2	2	2	2.00	0.00	[2]
273384	species	Brevibacterium aurantiacum	6	4	4	4	4.0	4.00	0.00	[4, 4, 4, 4, 4, 4]
1336795	species	Formosa sp. Hel3_A1_48	1	2	2	2	2	2.00	0.00	[2]
1336794	species	Formosa sp. Hel1_33_131	1	2	2	2	2	2.00	0.00	[2]
394958	species	Clostridium taeniosporum	1	7	7	7	7	7.00	0.00	[7]
164348	species	Streptomyces puniciscabiei	1	6	6	6	6	6.00	0.00	[6]
1526658	species	Bosea vaviloviae	1	2	2	2	2	2.00	0.00	[2]
95485	species	Burkholderia stabilis	2	6	6	6	6.0	6.00	0.00	[6, 6]
55208	species	Pectobacterium wasabiae	1	7	7	7	7	7.00	0.00	[7]
158500	species	Novosphingobium resinovorum	1	3	3	3	3	3.00	0.00	[3]
1838286	species	Lacunisphaera limnophila	1	1	1	1	1	1.00	0.00	[1]
274537	species	Chlorobaculum limnaeum	1	2	2	2	2	2.00	0.00	[2]
340345	species	Actinoalloteichus hymeniacidonis	1	3	3	3	3	3.00	0.00	[3]
222805	species	Mycobacterium chimaera	8	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1]
1769779	species	Microbulbifer aggregans	1	4	4	4	4	4.00	0.00	[4]
1849031	species	Exiguobacterium sp. U13-1	1	9	9	9	9	9.00	0.00	[9]
1849032	species	Arthrobacter sp. U41	1	5	5	5	5	5.00	0.00	[5]
43657	species	Pseudoalteromonas luteoviolacea	3	12	12	12	12	12.00	0.00	[12, 12, 12]
1424294	species	Geosporobacter ferrireducens	1	11	11	11	11	11.00	0.00	[11]
285473	species	Streptomyces rubrolavendulae	1	6	6	6	6	6.00	0.00	[6]
1905288	species	Klebsiella sp. LTGPAF-6F	1	8	8	8	8	8.00	0.00	[8]
180282	species	Delftia tsuruhatensis	2	5	5	5	5.0	5.00	0.00	[5, 5]
160660	species	Acidihalobacter prosperus	1	1	1	1	1	1.00	0.00	[1]
1850246	species	Lutibacter sp. LPB0138	1	2	2	2	2	2.00	0.00	[2]
152682	species	Sphingomonas melonis	2	2	2	2	2.0	2.00	0.00	[2, 2]
1774273	species	Polaribacter vadi	1	3	3	3	3	3.00	0.00	[3]
1763535	species	Hydrogenophaga crassostreae	1	2	2	2	2	2.00	0.00	[2]
93378	species	Edwardsiella hoshinae	1	9	9	9	9	9.00	0.00	[9]
1492737	species	Flavobacterium gilvum	1	5	5	5	5	5.00	0.00	[5]
155866	species	Weissella soli	1	6	6	6	6	6.00	0.00	[6]
481146	species	Acetobacter ascendens	3	5	5	5	5	5.00	0.00	[5, 5, 5]
1155739	species	Moorea producens	1	2	2	2	2	2.00	0.00	[2]
702967	species	Corynebacterium sp. NML98-0116	1	4	4	4	4	4.00	0.00	[4]
1254	species	Pediococcus acidilactici	11	5	5	5	5	5.00	0.00	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]
1816218	species	Colwellia sp. PAMC 20917	1	6	6	6	6	6.00	0.00	[6]
1873524	species	Halodesulfurarchaeum formicicum	2	1	1	1	1.0	1.00	0.00	[1, 1]
47716	species	Streptomyces olivaceus	1	6	6	6	6	6.00	0.00	[6]
679318	species	Rhodococcus sp. WMMA185	1	4	4	4	4	4.00	0.00	[4]
153496	species	Kozakia baliensis	2	5	5	5	5.0	5.00	0.00	[5, 5]
1898044	species	Spiroplasma sp. TU-14	1	1	1	1	1	1.00	0.00	[1]
1906742	species	Microbacterium sp. BH-3-3-3	1	3	3	3	3	3.00	0.00	[3]
1904944	species	Stenotrophomonas sp. LM091	1	3	3	3	3	3.00	0.00	[3]
1905847	species	Curtobacterium sp. BH-2-1-1	1	3	3	3	3	3.00	0.00	[3]
1906741	species	Jeongeupia sp. USM3	1	5	5	5	5	5.00	0.00	[5]
1892404	species	Bacillus sp. ABP14	1	13	13	13	13	13.00	0.00	[13]
1763534	species	Flavobacterium crassostreae	1	7	7	7	7	7.00	0.00	[7]
1763536	species	Thalassotalea crassostreae	1	6	6	6	6	6.00	0.00	[6]
1720344	species	Psychrobacter sp. AntiMn-1	1	5	5	5	5	5.00	0.00	[5]
1874317	species	Marinobacter salinus	1	3	3	3	3	3.00	0.00	[3]
1497	species	Clostridium formicaceticum	2	11	11	11	11.0	11.00	0.00	[11, 11]
535712	species	Candidatus Rhodoluna planktonica	1	1	1	1	1	1.00	0.00	[1]
897	species	Desulfococcus multivorans	2	3	3	3	3.0	3.00	0.00	[3, 3]
1389192	species	Cupriavidus sp. USMAHM13	1	7	7	7	7	7.00	0.00	[7]
876364	species	Cupriavidus sp. USMAA2-4	1	7	7	7	7	7.00	0.00	[7]
367825	species	Cupriavidus sp. USMAA1020	1	7	7	7	7	7.00	0.00	[7]
1806905	species	Arthrobacter sp. ZXY-2	1	6	6	6	6	6.00	0.00	[6]
1479019	species	Methylobacterium sp. C1	1	4	4	4	4	4.00	0.00	[4]
1906738	species	Hyphomonas sp. Mor2	1	1	1	1	1	1.00	0.00	[1]
1108595	species	Chromobacterium vaccinii	2	8	8	8	8.0	8.00	0.00	[8, 8]
1850250	species	Rhodobacter sp. LPB0142	1	3	3	3	3	3.00	0.00	[3]
1912795	species	Actinomyces tangfeifanii	1	3	3	3	3	3.00	0.00	[3]
1178537	species	Bacillus xiamenensis	1	8	8	8	8	8.00	0.00	[8]
1763538	species	Paenibacillus crassostreae	1	10	10	10	10	10.00	0.00	[10]
1306519	species	Flavobacterium commune	1	5	5	5	5	5.00	0.00	[5]
185008	species	Butyrivibrio hungatei	1	4	4	4	4	4.00	0.00	[4]
948107	species	Paraburkholderia sprentiae	1	7	7	7	7	7.00	0.00	[7]
1644130	species	Maribacter sp. 1_2014MBL_MicDiv	1	2	2	2	2	2.00	0.00	[2]
1644131	species	Janthinobacterium sp. 1_2014MBL_MicDiv	1	8	8	8	8	8.00	0.00	[8]
1458492	species	Myroides sp. ZB35	1	9	9	9	9	9.00	0.00	[9]
37332	species	Nocardia seriolae	2	4	4	4	4.0	4.00	0.00	[4, 4]
1826872	species	Candidatus Nitrosocosmicus exaquare	1	2	2	2	2	2.00	0.00	[2]
519472	species	Vagococcus teuberi	1	6	6	6	6	6.00	0.00	[6]
441209	species	Rhodobaca barguzinensis	1	3	3	3	3	3.00	0.00	[3]
587	species	Providencia rettgeri	4	7	7	7	7.0	7.00	0.00	[7, 7, 7, 7]
104087	species	Pseudomonas frederiksbergensis	3	6	7	7	7	6.67	0.47	[7, 7, 6]
238834	species	Clostridium estertheticum	1	16	16	16	16	16.00	0.00	[16]
1482	species	Virgibacillus halodenitrificans	2	8	8	8	8.0	8.00	0.00	[8, 8]
475375	species	Francisella sp. MA067296	1	3	3	3	3	3.00	0.00	[3]
1542390	species	Francisella sp. CA97-1460	1	3	3	3	3	3.00	0.00	[3]
1150389	species	Flavobacteriaceae bacterium UJ101	1	3	3	3	3	3.00	0.00	[3]
56956	species	Thermus brockianus	1	2	2	2	2	2.00	0.00	[2]
1916956	species	Synechococcus sp. SynAce01	1	2	2	2	2	2.00	0.00	[2]
1570939	species	Rhodococcus sp. 2G	1	4	4	4	4	4.00	0.00	[4]
1917158	species	Alteromonas sp. RW2A1	1	5	5	5	5	5.00	0.00	[5]
1914410	species	Spiroplasma sp. NBRC 100390	1	1	1	1	1	1.00	0.00	[1]
